ID,Age,Employment,Education,Marital,Occupation,Income,Gender,Deductions,Hours,IGNORE_Accounts,RISK_Adjustment,TARGET_Adjusted,Time,Amount,Class
3399879,43,SelfEmp,Professional,Married,Executive,48852.77,Male,0,40,UnitedStates,99999,1,0,149.62,0
3406334,31,Consultant,HSgrad,Married,Repair,59999.6,Male,1902,40,UnitedStates,19875,1,0,2.69,0
3408103,33,PSState,Master,Married,Professional,28571.83,Male,0,50,UnitedStates,2307,1,1,378.66,0
3410067,50,Private,HSgrad,Married,Repair,59745.14,Male,0,40,UnitedStates,8436,1,1,123.5,0
3416897,54,Private,HSgrad,Absent,Service,129388.23,Female,0,20,Hungary,0,0,2,69.99,0
3420408,57,Consultant,HSgrad,Married,Executive,53313.24,Male,0,1,UnitedStates,0,0,2,3.67,0
3428965,18,Private,Yr11,Absent,Service,113834.61,Female,0,20,UnitedStates,0,0,4,4.99,0
3433750,34,Private,College,Married,Transport,57302.55,Male,1452.666667,40,UnitedStates,0,0,7,40.8,0
3438153,37,Private,HSgrad,Married,Repair,26674.21,Male,0,40,UnitedStates,0,0,7,93.2,0
3438433,49,PSState,Master,Married,Professional,38082.1,Male,0,45,UnitedStates,0,1,9,3.68,0
3465197,41,Private,HSgrad,Married,Repair,46992.2,Male,1848,40,UnitedStates,14122,1,10,7.8,0
3468884,38,Private,College,Divorced,Sales,94304.23,Female,0,40,UnitedStates,0,0,10,9.99,0
3474349,35,Private,HSgrad,Married,Clerical,22528.23,Male,0,45,UnitedStates,0,0,10,121.5,0
3484201,35,Private,HSgrad,Married,Cleaner,42134.13,Male,0,40,UnitedStates,0,0,11,27.5,0
3499406,41,Private,HSgrad,Absent,Sales,176293.81,Female,0,40,UnitedStates,0,0,12,58.8,0
3504059,56,Private,Bachelor,Married,Repair,17996.83,Male,0,40,UnitedStates,0,0,12,15.99,0
3504293,30,Private,Associate,Absent,Support,122219.74,Female,0,40,UnitedStates,0,0,12,12.99,0
3506810,19,Private,College,Absent,Repair,222208.64,Male,0,40,UnitedStates,0,0,13,0.89,0
3507780,32,Private,Bachelor,Married,Sales,66145.39,Male,0,50,UnitedStates,15024,1,14,46.8,0
3508315,37,Private,HSgrad,Married,Sales,38208.31,Male,0,50,UnitedStates,0,0,15,5,0
3513078,44,SelfEmp,College,Married,Repair,30138.02,Male,0,58,UnitedStates,12194,1,16,231.71,0
3515442,44,PSFederal,Bachelor,Married,Executive,48292.14,Male,0,48,UnitedStates,0,0,17,34.09,0
3525618,26,Private,Bachelor,Absent,Service,67468.36,Male,0,30,UnitedStates,0,0,18,2.28,0
3536933,40,Private,Yr11,Divorced,Service,136995.17,Female,0,20,UnitedStates,0,0,18,22.75,0
3537551,41,SelfEmp,HSgrad,Married,Repair,7933.4,Male,0,40,UnitedStates,0,0,22,0.89,0
3543518,30,Private,HSgrad,Married,Machinist,42654.08,Male,0,40,UnitedStates,0,0,22,26.43,0
3547190,24,PSFederal,Bachelor,Absent,Professional,60796.94,Male,1160.666667,45,UnitedStates,0,0,23,41.88,0
3551522,25,Private,Associate,Absent,Support,59720.41,Male,0,30,UnitedStates,0,0,23,16,0
3551532,25,Private,Bachelor,Absent,Clerical,36729.36,Female,0,40,UnitedStates,0,0,23,33,0
3554427,24,Private,College,Divorced,Clerical,117086.88,Female,0,40,UnitedStates,0,0,23,12.99,0
3557118,42,Private,College,Married,Sales,33975.92,Male,0,50,UnitedStates,3435,1,24,17.28,0
3566985,18,Private,HSgrad,Absent,Sales,109846.82,Female,1068,20,UnitedStates,0,0,25,4.45,0
3570983,32,Consultant,HSgrad,Married,Service,89398.02,Female,0,5,NA,0,0,26,6.14,0
3581514,34,Private,HSgrad,Divorced,Clerical,147538.87,Female,0,35,UnitedStates,0,0,26,6.14,0
3589428,24,Private,Bachelor,Married,Executive,166052.52,Female,0,45,UnitedStates,7688,1,26,1.77,0
3593313,39,Private,Professional,Divorced,Professional,70847.77,Male,0,70,UnitedStates,7742,1,26,1.77,0
3598597,32,Private,College,Divorced,Professional,91745.36,Female,0,30,UnitedStates,0,0,27,30.49,0
3605760,27,Private,College,Absent,Clerical,44527.23,Female,0,40,UnitedStates,0,0,27,1.8,0
3609988,25,Private,College,Married,Clerical,177114.9,Female,0,56,UnitedStates,17568,1,29,20.53,0
3611698,17,Private,Yr11,Absent,Home,115060.52,Female,0,20,UnitedStates,0,0,29,6.54,0
3613313,43,Private,HSgrad,Widowed,Machinist,51288.14,Female,0,60,UnitedStates,0,0,32,29.89,0
3630600,59,Private,College,Absent,Clerical,154292.88,Female,0,34,UnitedStates,0,0,32,2.35,0
3634964,23,Private,College,Absent,Service,88744.88,Male,0,40,UnitedStates,0,0,33,14.8,0
3643955,48,NA,College,Married,NA,27415.4,Male,0,40,NA,7217,1,33,9.1,0
3647630,46,PSLocal,Bachelor,Absent,Professional,62609.31,Female,0,40,UnitedStates,0,0,34,15.99,0
3650188,45,Private,Bachelor,Married,Executive,40475.97,Male,0,50,UnitedStates,18513,1,34,21.34,0
3656868,35,Consultant,Professional,Married,Professional,24147.69,Male,0,50,UnitedStates,8436,1,34,18.95,0
3663663,38,Private,College,Married,Repair,7147.78,Male,0,40,UnitedStates,0,0,34,9.99,0
3665288,25,Private,Bachelor,Absent,Support,189962.59,Male,0,40,UnitedStates,0,0,35,30.9,0
3665576,55,Private,Bachelor,Married-spouse-absent,Repair,164211.16,Female,0,55,Ireland,0,0,35,20.22,0
3666173,22,Private,College,Absent,Cleaner,110504.79,Male,0,24,Mexico,0,0,35,0.99,0
3673140,44,Private,HSgrad,Married,Transport,33651.43,Male,0,45,UnitedStates,0,0,36,1402.95,0
3673630,62,PSLocal,HSgrad,Married,Service,40079.48,Male,0,40,UnitedStates,77901,1,36,7.99,0
3677227,27,SelfEmp,Bachelor,Absent,Executive,229417.24,Female,0,40,UnitedStates,0,0,36,2.09,0
3683760,35,Private,HSgrad,Married,Machinist,314194.62,Female,0,40,UnitedStates,0,0,37,0.99,0
3690282,59,PSLocal,Yr10,Married,Repair,25218.36,Male,0,40,UnitedStates,0,0,38,21.76,0
3690485,30,Private,College,Divorced,Professional,217277.34,Female,0,40,UnitedStates,0,0,39,120.96,0
3692149,39,Private,HSgrad,Absent,Sales,197192.92,Female,0,40,UnitedStates,0,0,39,13.84,0
3707909,59,PSLocal,Bachelor,Married,Professional,11008.39,Male,0,50,UnitedStates,-402,1,40,13.84,0
3711802,18,Private,Yr11,Absent,Repair,33332.11,Male,0,5,UnitedStates,0,0,41,2.67,0
3715441,22,Private,Vocational,Absent,Support,106734.77,Female,0,36,UnitedStates,0,0,41,169.05,0
3716445,51,Private,Bachelor,Unmarried,Clerical,162093.26,Female,0,40,UnitedStates,0,0,41,96.94,0
3718723,66,Private,HSgrad,Widowed,Sales,96057.04,Female,0,40,UnitedStates,5072,1,41,34.13,0
3728183,49,PSState,Master,Divorced,Professional,217874.98,Female,0,40,UnitedStates,7430,1,42,32.51,0
3729397,32,Private,Bachelor,Absent,Service,66932.76,Male,0,40,Vietnam,0,0,42,243.66,0
3732203,34,Private,College,Divorced,Clerical,299877.32,Female,0,30,UnitedStates,0,0,44,21.55,0
3732616,33,Private,Yr10,Married,Farming,48288.7,Male,0,40,UnitedStates,0,0,44,59.9,0
3737260,73,PSLocal,Yr5t6,Married,Protective,48618.95,Male,0,20,UnitedStates,0,0,44,0.75,0
3737931,34,Private,Bachelor,Married,Executive,45718.23,Male,0,40,UnitedStates,8614,1,44,45.71,0
3738306,41,Private,HSgrad,Married,Machinist,49161.35,Male,0,40,UnitedStates,0,0,46,35,0
3739921,50,PSLocal,Bachelor,Married,Protective,41471.41,Male,0,44,UnitedStates,6286,1,46,67.97,0
3745285,35,Private,Vocational,Absent,Service,27632.54,Female,0,65,UnitedStates,0,0,46,11.45,0
3749148,31,Private,Vocational,Absent,Service,81517.56,Female,0,40,UnitedStates,0,0,47,3.63,0
3756876,66,NA,College,Married,NA,58054.74,Male,0,40,UnitedStates,0,0,48,21.66,0
3760426,55,Private,Bachelor,Married,Professional,53577.25,Male,0,40,UnitedStates,962,1,48,26.72,0
3760730,33,Private,HSgrad,Divorced,Clerical,61991.92,Female,0,65,UnitedStates,0,0,49,13.18,0
3760876,40,PSFederal,HSgrad,Married,Executive,19944.35,Male,0,40,UnitedStates,14491,1,49,59.99,0
3768487,50,SelfEmp,College,Married,Repair,38682.78,Male,0,70,UnitedStates,0,0,49,135.51,0
3768899,71,Private,Bachelor,Absent,Executive,96478.26,Female,0,14,UnitedStates,0,0,50,9.79,0
3769829,65,Consultant,Yr9,Married,Repair,47063.94,Male,0,45,UnitedStates,0,0,50,14.8,0
3773994,36,Consultant,HSgrad,Unmarried,Service,96768.75,Female,0,16,UnitedStates,0,0,51,1.98,0
3776226,49,Private,Yr5t6,Married,Repair,49389.22,Male,0,40,UnitedStates,0,0,52,6.67,0
3784512,41,Private,HSgrad,Married,Machinist,35261.18,Male,0,40,UnitedStates,0,0,52,1.46,0
3789693,35,Private,Bachelor,Married,Sales,30242.65,Male,0,50,UnitedStates,0,0,53,89.17,0
3797544,51,Private,College,Married,Cleaner,65007.68,Male,0,50,UnitedStates,0,0,54,7.53,0
3799735,83,Private,HSgrad,Widowed,Protective,65460.8,Male,0,55,UnitedStates,0,0,55,200.01,0
3813044,74,Consultant,College,Married,Professional,49297.77,Male,1098.666667,35,UnitedStates,0,0,55,0.76,0
3814145,66,Private,HSgrad,Widowed,Executive,60987.96,Female,0,25,UnitedStates,0,0,56,20.22,0
3815398,58,SelfEmp,Vocational,Divorced,Sales,62300.23,Male,0,56,UnitedStates,0,0,56,10.84,0
3816126,46,PSLocal,Bachelor,Married,Protective,68490.06,Male,0,40,UnitedStates,0,1,59,1142.02,0
3825160,43,Private,Master,Married,Executive,42120.31,Male,0,45,UnitedStates,11296,1,59,149.9,0
3828470,41,Private,HSgrad,Married,Executive,32833.32,Male,0,40,UnitedStates,10133,1,60,89.4,0
3834978,32,Private,College,Married,Transport,16792.08,Male,0,60,UnitedStates,0,0,60,26.72,0
3835253,28,Private,Bachelor,Married,Executive,481259.5,Female,0,40,UnitedStates,6264,1,62,5.99,0
3838839,40,Private,Yr11,Unmarried,Machinist,146014.32,Male,0,36,UnitedStates,0,0,64,34.7,0
3843522,27,Private,HSgrad,Absent,Executive,46349.41,Female,0,50,UnitedStates,0,0,64,54.99,0
3849256,48,PSFederal,Bachelor,Divorced,Executive,51903.79,Male,0,45,UnitedStates,0,0,64,7.55,0
3860630,38,PSLocal,HSgrad,Married,Transport,25752.21,Male,0,40,UnitedStates,0,0,67,19.85,0
3868402,42,PSLocal,Bachelor,Absent,Clerical,20216.99,Female,0,40,UnitedStates,99999,1,67,28.28,0
3868667,21,Private,College,Absent,Service,106813.49,Male,0,32,UnitedStates,0,0,68,15.99,0
3878358,25,Private,Bachelor,Absent,Sales,169922,Female,0,40,UnitedStates,0,0,68,2.69,0
3879389,47,Private,HSgrad,Divorced,Service,196408.98,Female,0,40,UnitedStates,0,0,68,22.36,0
3879597,46,Private,Bachelor,Married,Executive,46716.6,Male,0,40,UnitedStates,7277,1,69,0.78,0
3880157,35,Private,HSgrad,Divorced,Service,284810.56,Female,0,40,UnitedStates,0,0,69,168.56,0
3883555,46,Private,Bachelor,Divorced,Machinist,121294.18,Male,1060,40,NA,0,0,69,0.76,0
3887128,25,Private,Yr10,Absent,Transport,69059.63,Male,0,50,UnitedStates,0,0,69,9.47,0
3889233,37,PSFederal,HSgrad,Married,Clerical,25092.81,Male,0,40,UnitedStates,0,0,70,21.8,0
3891021,20,Private,College,Absent,Sales,128364.91,Male,0,20,UnitedStates,0,0,71,14.48,0
3899456,21,Private,HSgrad,Absent,Machinist,11131.23,Male,0,40,UnitedStates,0,0,73,1,0
3906193,47,Private,Vocational,Absent,Service,80477.09,Male,0,40,UnitedStates,0,0,73,1,0
3910335,23,Private,HSgrad,Married,Executive,5950.03,Male,0,54,UnitedStates,0,0,73,70.6,0
3916990,23,PSLocal,Yr11,Married,Cleaner,55206.8,Male,0,40,UnitedStates,0,0,73,19.77,0
3925858,66,Private,HSgrad,Widowed,Sales,169192.1,Female,0,35,UnitedStates,0,0,74,1.18,0
3928183,42,PSState,Master,Divorced,Executive,31457.77,Male,0,45,UnitedStates,0,0,74,1.18,0
3933649,24,Private,Bachelor,Absent,Sales,112617.59,Male,0,40,UnitedStates,0,0,74,1.18,0
3939014,46,Private,Vocational,Divorced,Support,144181.15,Female,416.6666667,40,UnitedStates,0,0,74,1.18,0
3940771,67,Private,HSgrad,Unmarried,Machinist,79554.22,Female,0,40,UnitedStates,0,0,75,81.13,0
3943580,28,PSLocal,College,Absent,Clerical,44411.01,Female,0,16,UnitedStates,0,0,76,50,0
3947669,48,PSState,Master,Married,Professional,27311.61,Male,0,40,UnitedStates,15024,1,76,86.43,0
3951796,42,SelfEmp,Bachelor,Married,Clerical,216373,Female,0,35,NA,0,0,77,11.83,0
3952457,48,Private,HSgrad,Married,Cleaner,235077.88,Female,0,40,UnitedStates,0,0,77,49.95,0
3956755,18,Private,Yr11,Absent,Service,55889.47,Male,0,8,UnitedStates,0,0,77,9.12,0
3958097,65,Private,College,Widowed,Sales,134361.82,Female,0,45,UnitedStates,0,0,78,104.94,0
3959980,53,Private,College,Married,Executive,30441.04,Male,0,45,UnitedStates,5319,1,78,4.68,0
3964056,52,Private,College,Married,Support,36457.74,Male,0,40,UnitedStates,431,1,78,62.92,0
3967161,48,Private,Master,Absent,Executive,15481.2,Male,0,40,UnitedStates,0,0,78,18.31,0
3968001,38,Private,Bachelor,Married,Professional,41845.12,Male,0,70,UnitedStates,15024,1,79,80,0
3968461,51,NA,Vocational,Married,NA,39195.94,Male,0,50,UnitedStates,3997,1,80,32.51,0
3973347,20,Private,HSgrad,Unmarried,Machinist,176485.25,Male,0,40,UnitedStates,0,0,80,39.95,0
3974938,57,Private,HSgrad,Widowed,Transport,164663.6,Male,0,50,UnitedStates,0,0,81,68.74,0
3977867,26,Private,College,Absent,Clerical,92535.68,Female,0,45,UnitedStates,0,0,82,79,0
3978887,44,Private,Vocational,Married,Executive,6133.38,Male,0,40,UnitedStates,0,0,82,5.9,0
3980226,31,Private,College,Unmarried,Cleaner,88116.45,Male,0,40,UnitedStates,0,0,83,7.69,0
3980453,57,Private,Yr5t6,Married,Service,42522.57,Male,0,40,Italy,0,0,83,79.91,0
3982518,24,PSFederal,HSgrad,Absent,Clerical,106167.56,Female,1316,40,UnitedStates,0,0,83,552.18,0
3986603,69,Private,Yr5t6,Married,Machinist,43192.7,Male,1511.333333,40,UnitedStates,0,0,84,67.3,0
3986945,51,Consultant,HSgrad,Married,Farming,40491.55,Male,0,55,UnitedStates,0,0,84,21.97,0
3989269,27,Private,Yr10,Married,Cleaner,43757.41,Male,0,40,UnitedStates,0,0,84,4.99,0
3990972,28,Private,Yr9,Married,Machinist,239217.93,Female,0,40,UnitedStates,0,0,85,11.99,0
3994144,61,Private,Bachelor,Married,Sales,50401.28,Male,0,50,UnitedStates,1689,1,85,124.67,0
4002338,30,Private,College,Married,Machinist,15097.86,Male,0,40,UnitedStates,11395,1,87,919.6,0
4007994,25,Private,Bachelor,Absent,Support,244248.76,Male,0,40,UnitedStates,0,0,88,30.9,0
4022245,59,PSLocal,Vocational,Divorced,Clerical,104006.41,Female,0,40,UnitedStates,0,0,89,459.39,0
4024137,37,Private,Yr5t6,Married,Service,60542.61,Male,0,40,NA,0,0,89,37.13,0
4026717,26,Private,HSgrad,Divorced,Clerical,81147.27,Female,0,40,UnitedStates,0,0,91,1.98,0
4030547,41,Consultant,College,Unmarried,Repair,66294.52,Male,0,40,UnitedStates,0,0,91,15.89,0
4031109,51,Private,Bachelor,Absent,Sales,41358.63,Female,1564,43,UnitedStates,3162,1,92,8.95,0
4031521,27,Private,Yr7t8,Divorced,Machinist,172504.15,Male,649.3333333,40,UnitedStates,0,0,92,268.78,0
4040042,37,Private,College,Married,Repair,22745.9,Male,0,35,UnitedStates,0,0,92,2.99,0
4040192,28,Private,Yr10,Married-spouse-absent,Repair,218597.45,Male,0,40,Mexico,0,0,93,322.44,0
4045606,43,Private,HSgrad,Absent,Professional,117813.86,Male,0,40,UnitedStates,0,0,93,937.69,0
4046918,38,Private,Associate,Divorced,Executive,66415.75,Female,0,40,UnitedStates,0,0,95,69,0
4047327,43,SelfEmp,College,Married,Executive,34585.86,Male,0,70,UnitedStates,0,1,95,2.28,0
4048711,45,Private,HSgrad,Absent,Cleaner,54610.25,Female,0,40,UnitedStates,0,0,95,7.21,0
4050489,32,Private,HSgrad,Absent,Farming,132527.18,Male,0,40,UnitedStates,0,0,95,1.29,0
4051301,21,Private,College,Absent,Clerical,47414.35,Female,0,25,UnitedStates,0,0,97,17.8,0
4051568,32,NA,College,Married,NA,40288.08,Male,0,40,UnitedStates,0,0,98,14.98,0
4061361,31,Private,College,Absent,Sales,71579.7,Male,0,45,UnitedStates,0,0,98,159,0
4083366,30,SelfEmp,HSgrad,Married,Cleaner,43547.15,Male,0,60,UnitedStates,0,0,99,142.71,0
4094530,44,Consultant,Master,Absent,Farming,189456.13,Male,0,99,UnitedStates,0,0,99,84.39,0
4096413,18,Private,Yr7t8,Absent,Sales,127464.3,Male,0,30,Mexico,0,0,100,182.95,0
4099987,60,Consultant,Master,Divorced,Professional,261687.89,Female,0,10,UnitedStates,0,0,103,23.27,0
4107842,49,PSFederal,College,Married,Repair,48438.96,Male,0,40,UnitedStates,0,0,103,9.99,0
4108367,22,Private,HSgrad,Married,Repair,65813.54,Male,0,35,UnitedStates,0,0,103,4.19,0
4116733,47,Private,HSgrad,Married,Clerical,201977.13,Female,0,20,UnitedStates,-1453,1,103,3828.04,0
4121006,54,Private,HSgrad,Absent,Professional,82291.28,Male,0,40,UnitedStates,0,0,105,35.97,0
4127963,30,Private,Master,Absent,Professional,95314.79,Male,0,40,Ireland,0,0,105,1,0
4128362,24,Consultant,College,Unmarried,Cleaner,70069.45,Male,0,45,UnitedStates,0,0,106,24.57,0
4136703,43,Private,Yr10,Married,Transport,32075.56,Male,0,40,Yugoslavia,0,0,107,1,0
4151098,41,Private,Bachelor,Divorced,Executive,68034.9,Female,0,55,UnitedStates,0,0,108,148.43,0
4153176,57,Private,Master,Married,Executive,26521.5,Male,1977,40,UnitedStates,7330,1,108,25.8,0
4160657,24,Private,College,Absent,Cleaner,139763.94,Male,0,24,UnitedStates,0,0,110,110.4,0
4168195,24,Private,HSgrad,Absent,Service,47686.85,Male,0,40,UnitedStates,0,0,110,13.95,0
4172373,36,Private,HSgrad,Married,Transport,44957.03,Male,0,50,UnitedStates,0,0,111,9.99,0
4181716,25,Private,HSgrad,Unmarried,Protective,70116.88,Male,0,40,UnitedStates,0,0,112,937.69,0
4188390,40,Private,HSgrad,Divorced,Service,76714.87,Male,0,40,UnitedStates,0,0,112,54.99,0
4188956,27,Private,HSgrad,Divorced,Clerical,278897.99,Female,0,40,UnitedStates,0,0,113,31.17,0
4202636,30,Private,HSgrad,Married,Executive,144481.36,Female,0,40,UnitedStates,0,0,114,23.88,0
4204164,44,Private,Bachelor,Married,Professional,60405.43,Male,1902,50,UnitedStates,4164,1,114,4.49,0
4204648,31,Private,HSgrad,Divorced,Clerical,225049.48,Female,0,38,UnitedStates,0,0,115,137,0
4206069,18,Private,Yr11,Absent,Service,65037.68,Male,0,20,UnitedStates,0,0,117,37.89,0
4209493,39,Private,HSgrad,Absent,Repair,45401.02,Male,1564,50,UnitedStates,6173,1,117,82.29,0
4210604,55,Private,Master,Married,Executive,32999.58,Male,1977,60,UnitedStates,8200,1,118,2.69,0
4219509,41,NA,HSgrad,Absent,NA,82889.32,Female,0,30,UnitedStates,0,0,118,20,0
4228062,24,Private,HSgrad,Absent,Sales,69457.59,Female,0,48,UnitedStates,0,0,121,29.99,0
4228263,46,Private,HSgrad,Absent,Repair,77205.17,Female,0,48,UnitedStates,0,0,123,40,0
4232024,45,Private,Master,Married,Executive,34120.79,Male,0,40,UnitedStates,17463,1,123,160.86,0
4233732,62,PSState,Master,Married,Professional,27452.47,Male,0,60,UnitedStates,11827,1,124,8.93,0
4236873,36,Private,Yr10,Married,Repair,29073.78,Male,0,40,UnitedStates,0,0,124,6.24,0
4238405,25,SelfEmp,Associate,Absent,Sales,13254.73,Male,0,60,UnitedStates,0,0,124,230,0
4254629,42,Private,HSgrad,Married,Machinist,135665.63,Female,0,40,UnitedStates,0,0,125,43.71,0
4270526,19,NA,HSgrad,Absent,NA,171533.02,Male,0,40,UnitedStates,0,0,125,165.55,0
4287796,38,Private,College,Absent,Sales,193681.15,Female,0,50,UnitedStates,0,0,125,113,0
4292213,26,Private,College,Absent,Clerical,195976.31,Male,0,20,UnitedStates,0,0,127,1.54,0
4312533,22,NA,College,Absent,NA,53409.99,Female,0,12,Thailand,0,0,128,10,0
4315172,27,NA,Bachelor,Married-spouse-absent,NA,33897.08,Male,0,50,NA,0,0,128,8.8,0
4330936,28,Private,Yr7t8,Absent,Clerical,114956.87,Male,0,40,Portugal,0,0,130,5.97,0
4336652,37,Private,HSgrad,Married,Transport,23972.13,Male,0,40,UnitedStates,0,0,130,15.93,0
4339452,21,Private,College,Absent,Sales,164461.64,Male,0,43,UnitedStates,0,0,131,10,0
4341192,38,Private,Bachelor,Married,Executive,31609.41,Male,0,40,UnitedStates,8872,1,132,3.87,0
4345343,74,NA,College,Widowed,NA,60529.25,Female,0,3,UnitedStates,0,0,132,10,0
4345440,59,PSLocal,HSgrad,Widowed,Farming,110146.06,Male,1559.333333,40,UnitedStates,0,0,133,35.97,0
4348527,45,Private,Doctorate,Married,Professional,25651.97,Male,0,50,UnitedStates,0,1,135,22.37,0
4349170,39,Private,Associate,Widowed,Clerical,5226.03,Female,0,45,UnitedStates,0,0,135,4.57,0
4350090,23,Private,Bachelor,Absent,Cleaner,120980.4,Male,0,40,UnitedStates,0,0,135,23.57,0
4355587,29,Private,HSgrad,Married,Farming,48301.94,Male,0,60,UnitedStates,0,0,136,13.99,0
4356425,44,Private,Vocational,Married,Executive,9528.22,Male,0,40,UnitedStates,0,0,137,226.07,0
4373718,38,Consultant,College,Absent,Service,23291.16,Female,0,20,UnitedStates,0,0,138,148.81,0
4380645,29,Private,College,Unmarried,Home,97217.72,Female,0,30,Guatemala,0,0,139,58,0
4384924,21,Private,Yr11,Absent,Professional,70125.29,Female,0,24,UnitedStates,0,0,140,1.29,0
4385915,24,Private,HSgrad,Married,Sales,11616.92,Male,0,50,UnitedStates,0,0,140,65,0
4387401,40,SelfEmp,Master,Married,Sales,48443.01,Male,0,70,UnitedStates,4385,1,140,11,0
4390758,38,Private,HSgrad,Divorced,Repair,148170.22,Male,0,40,UnitedStates,0,0,140,257.3,0
4391305,38,PSLocal,HSgrad,Absent,Transport,38001.7,Male,0,40,UnitedStates,0,0,140,169,0
4396587,24,Private,HSgrad,Absent,Sales,2378.63,Male,0,38,UnitedStates,0,0,141,9.9,0
4398573,46,SelfEmp,College,Married,Sales,50055.68,Male,0,60,UnitedStates,10503,1,142,9.99,0
4399029,23,Private,HSgrad,Absent,Transport,153876.57,Male,0,40,UnitedStates,0,0,142,4.9,0
4399044,58,Private,Yr1t4,Married,Farming,3150,Male,0,40,UnitedStates,0,0,143,39.95,0
4404017,34,Private,College,Married,Service,36792.25,Male,0,62,Mexico,0,0,144,15.36,0
4406299,51,Private,Master,Absent,Professional,90090.03,Male,0,40,UnitedStates,27828,1,145,9.9,0
4411529,40,Private,Yr9,Absent,Repair,90825.33,Male,0,49,UnitedStates,0,0,145,6,0
4412566,19,Private,Yr10,Absent,Service,56946.06,Female,0,20,UnitedStates,0,0,145,6,0
4413601,38,Private,HSgrad,Married,Executive,30927.17,Male,0,40,UnitedStates,4327,1,145,6.74,0
4417625,35,Private,Bachelor,Married,Service,26682.44,Male,0,20,UnitedStates,7688,1,145,6.74,0
4423809,41,Private,Associate,Married,Repair,35224.3,Male,0,60,UnitedStates,4090,1,147,170.43,0
4425483,23,Private,Yr11,Married,Cleaner,20261.1,Male,0,40,Mexico,0,0,147,0.89,0
4425639,49,Private,Yr7t8,Married,Machinist,24076.66,Male,0,48,UnitedStates,0,0,150,0.89,0
4429760,36,Private,HSgrad,Widowed,Cleaner,178082.65,Female,0,30,UnitedStates,0,0,152,614.87,0
4449415,20,Private,College,Absent,Service,117717.61,Male,0,40,UnitedStates,0,0,153,22.99,0
4449560,35,SelfEmp,College,Married,Sales,11328.85,Male,0,60,UnitedStates,8568,1,153,71.26,0
4451001,37,PSState,Bachelor,Absent,Clerical,67520.29,Male,0,38,UnitedStates,0,0,154,127.69,0
4460483,29,PSLocal,Master,Absent,Professional,117495.98,Male,0,40,Taiwan,0,0,154,1.98,0
4467852,26,Private,College,Absent,Executive,83863.35,Female,0,40,UnitedStates,0,0,155,6.45,0
4475711,38,Consultant,HSgrad,Married,Sales,35520.73,Male,0,64,UnitedStates,0,0,155,1.29,0
4477040,27,Private,Professional,Married,Professional,393393.42,Female,0,50,UnitedStates,791,1,156,184.31,0
4480150,36,Private,HSgrad,Married,Executive,52940.73,Male,0,40,UnitedStates,0,0,156,500,0
4482559,40,PSFederal,Master,Absent,Professional,89901.16,Male,0,40,UnitedStates,0,0,156,10,0
4493227,36,PSFederal,Vocational,Married,Support,51114.65,Male,0,40,UnitedStates,0,0,158,1.79,0
4493295,32,Private,Bachelor,Absent,Professional,74199.12,Male,0,40,UnitedStates,5576,1,158,10,0
4502102,50,Consultant,HSgrad,Divorced,Professional,43445.15,Female,0,60,Vietnam,0,0,160,20,0
4502195,47,PSLocal,College,Divorced,Executive,56729.66,Male,0,56,UnitedStates,344,1,160,700,0
4505407,61,NA,Bachelor,Absent,NA,52767.29,Male,0,7,UnitedStates,0,1,162,22,0
4508455,54,Private,HSgrad,Married,Repair,5360.35,Male,0,44,UnitedStates,0,0,164,2.28,0
4516220,48,Private,Bachelor,Married,Support,113867.76,Female,0,40,UnitedStates,99999,1,164,65.26,0
4516940,37,Private,Bachelor,Married,Professional,39289.48,Male,0,45,UnitedStates,14389,1,164,0.99,0
4517660,44,Private,HSgrad,Married,Transport,49981.25,Male,0,40,UnitedStates,0,1,167,1,0
4520829,40,Private,College,Married,Repair,35791.19,Male,0,40,UnitedStates,0,0,167,44.2,0
4524960,27,Private,College,Absent,Farming,108664.63,Male,0,45,UnitedStates,0,0,167,5.42,0
4527269,36,Private,Bachelor,Married,Support,34606.74,Male,0,40,UnitedStates,0,0,168,42.9,0
4530435,45,Private,College,Married,Clerical,198316.61,Female,1902,35,UnitedStates,3812,1,169,355.51,0
4533489,32,PSState,Bachelor,Married,Executive,134250.87,Female,0,55,UnitedStates,0,1,171,0.89,0
4537353,19,Private,College,Absent,Clerical,260015.72,Female,0,20,UnitedStates,0,0,171,71.69,0
4538700,22,Private,HSgrad,Absent,Service,85976.68,Female,0,40,UnitedStates,0,0,172,2.29,0
4540171,40,Private,HSgrad,Absent,Machinist,111604.03,Female,0,40,UnitedStates,0,0,172,1.29,0
4542027,45,PSState,HSgrad,Divorced,Support,93983.38,Female,0,40,UnitedStates,0,0,179,27.99,0
4546438,45,PSState,Professional,Divorced,Professional,105763.11,Female,0,43,UnitedStates,0,0,180,23.63,0
4558251,42,Private,Vocational,Absent,Clerical,97380.27,Female,0,60,UnitedStates,0,0,180,48,0
4558485,42,Private,Yr7t8,Married,Cleaner,51245.9,Male,0,30,Mexico,0,0,181,318.5,0
4559741,60,NA,HSgrad,Married,NA,13061.1,Male,1848,40,UnitedStates,11588,1,181,6.47,0
4562337,53,Private,HSgrad,Divorced,Machinist,102342.44,Male,0,40,UnitedStates,0,0,183,224.97,0
4572048,45,Private,HSgrad,Divorced,Clerical,130502.82,Female,0,38,UnitedStates,0,0,183,75.83,0
